id,obligation_id,title,jurisdiction_level,jurisdiction,state,county,city,category,date,frequency,notes,sources,created_at,updated_at
1103,ms-business-license-renewal,Mississippi Business License Renewal,state,MS,MS,,,Business License,2026-01-31,annual,Renovação anual de licença comercial em Mississippi.,{https://www.dor.ms.gov/},2025-09-30 14:38:56.086984,2025-09-30 14:38:56.086984
1104,dc-business-license-renewal,District of Columbia Business License Renewal,state,DC,DC,,,Business License,2026-01-31,annual,Renovação anual de licença comercial no Distrito de Columbia.,{https://otr.cfo.dc.gov/},2025-09-30 14:38:56.086984,2025-09-30 14:38:56.086984
1105,ca-corporate-income-tax,California Corporate Income Tax Return,state,CA,CA,,,Corporate Tax,2026-03-15,annual,Declaração anual de imposto de renda corporativo na Califórnia.,{https://www.ftb.ca.gov/},2025-09-30 14:38:56.086984,2025-09-30 14:38:56.086984
1106,ca-income-tax-withholding,California Income Tax Withholding,state,CA,CA,,,Payroll Withholding,2025-10-15,monthly,Retenção mensal de imposto de renda na Califórnia.,{https://www.ftb.ca.gov/},2025-09-30 14:38:56.086984,2025-09-30 14:38:56.086984
1107,ny-corporate-income-tax,New York Corporate Income Tax Return,state,NY,NY,,,Corporate Tax,2026-03-15,annual,Declaração anual de imposto de renda corporativo em Nova York.,{https://www.tax.ny.gov/},2025-09-30 14:38:56.086984,2025-09-30 14:38:56.086984
1108,fl-income-tax-withholding,Florida Income Tax Withholding,state,FL,FL,,,Payroll Withholding,2025-10-15,monthly,Retenção mensal de imposto de renda na Flórida.,{https://floridarevenue.com/},2025-09-30 14:38:56.086984,2025-09-30 14:38:56.086984
1111,fl-employer-withholding-oct,Florida Employer Withholding (October),state,FL,FL,,,Payroll Withholding,2025-10-31,monthly,Retenção mensal de impostos do empregador na Flórida.,{https://floridarevenue.com/},2025-09-30 14:38:56.086984,2025-09-30 14:38:56.086984
8246,mt-various-business-license,Various County Business License,county,MT County,MT,MT County,,Business License,2025-12-31,annual,"Business license renewal for Various County, MT",{},2025-09-30 15:38:40.236947,2025-09-30 15:38:40.236947
1130,nj-corporate-income-tax,New Jersey Corporate Income Tax Return,state,NJ,NJ,,,Corporate Tax,2026-03-15,annual,Declaração anual de imposto de renda corporativo em Nova Jersey.,{https://www.state.nj.us/treasury/taxation/},2025-09-30 14:38:56.086984,2025-09-30 14:38:56.086984
1131,nj-income-tax-withholding,New Jersey Income Tax Withholding,state,NJ,NJ,,,Payroll Withholding,2025-10-15,monthly,Retenção mensal de imposto de renda em Nova Jersey.,{https://www.state.nj.us/treasury/taxation/},2025-09-30 14:38:56.086984,2025-09-30 14:38:56.086984
1132,va-corporate-income-tax,Virginia Corporate Income Tax Return,state,VA,VA,,,Corporate Tax,2026-03-15,annual,Declaração anual de imposto de renda corporativo na Virgínia.,{https://www.tax.virginia.gov/},2025-09-30 14:38:56.086984,2025-09-30 14:38:56.086984
1571,al-franchise-tax-oct,Alabama Franchise Tax (October),state,AL,AL,,,Franchise Tax,2025-10-15,annual,Imposto de franquia anual em Alabama.,{https://www.alabama.gov/},2025-09-30 14:38:56.086984,2025-09-30 14:38:56.086984
1572,ak-sales-tax-oct,Alaska Sales and Use Tax Return (October),state,AK,AK,,,Sales Tax,2025-11-20,monthly,Declaração mensal de Sales Tax de Alaska para outubro.,{https://www.alaska.gov/},2025-09-30 14:38:56.086984,2025-09-30 14:38:56.086984
1573,ak-unemployment-insurance-oct,Alaska Unemployment Insurance (October),state,AK,AK,,,Unemployment Insurance,2025-10-31,quarterly,Declaração trimestral de seguro-desemprego em Alaska.,{https://www.alaska.gov/},2025-09-30 14:38:56.086984,2025-09-30 14:38:56.086984
1574,ak-business-license-oct,Alaska Business License Renewal (October),state,AK,AK,,,Business License,2025-10-31,annual,Renovação anual de licença comercial em Alaska.,{https://www.alaska.gov/},2025-09-30 14:38:56.086984,2025-09-30 14:38:56.086984
1575,ak-property-tax-oct,Alaska Property Tax Assessment (October),state,AK,AK,,,Property Tax,2025-10-31,annual,Avaliação anual de imposto sobre propriedade em Alaska.,{https://www.alaska.gov/},2025-09-30 14:38:56.086984,2025-09-30 14:38:56.086984
1576,ak-franchise-tax-oct,Alaska Franchise Tax (October),state,AK,AK,,,Franchise Tax,2025-10-15,annual,Imposto de franquia anual em Alaska.,{https://www.alaska.gov/},2025-09-30 14:38:56.086984,2025-09-30 14:38:56.086984
1577,az-sales-tax-oct,Arizona Sales and Use Tax Return (October),state,AZ,AZ,,,Sales Tax,2025-11-20,monthly,Declaração mensal de Sales Tax de Arizona para outubro.,{https://www.arizona.gov/},2025-09-30 14:38:56.086984,2025-09-30 14:38:56.086984
1578,az-unemployment-insurance-oct,Arizona Unemployment Insurance (October),state,AZ,AZ,,,Unemployment Insurance,2025-10-31,quarterly,Declaração trimestral de seguro-desemprego em Arizona.,{https://www.arizona.gov/},2025-09-30 14:38:56.086984,2025-09-30 14:38:56.086984
1579,az-employer-withholding-oct,Arizona Employer Withholding (October),state,AZ,AZ,,,Payroll Withholding,2025-10-31,monthly,Retenção mensal de impostos do empregador em Arizona.,{https://www.arizona.gov/},2025-09-30 14:38:56.086984,2025-09-30 14:38:56.086984
1580,az-corporate-income-tax-oct,Arizona Corporate Income Tax Return (October),state,AZ,AZ,,,Corporate Tax,2025-10-15,annual,Declaração anual de imposto de renda corporativo em Arizona.,{https://www.arizona.gov/},2025-09-30 14:38:56.086984,2025-09-30 14:38:56.086984
1581,az-business-license-oct,Arizona Business License Renewal (October),state,AZ,AZ,,,Business License,2025-10-31,annual,Renovação anual de licença comercial em Arizona.,{https://www.arizona.gov/},2025-09-30 14:38:56.086984,2025-09-30 14:38:56.086984
1582,az-property-tax-oct,Arizona Property Tax Assessment (October),state,AZ,AZ,,,Property Tax,2025-10-31,annual,Avaliação anual de imposto sobre propriedade em Arizona.,{https://www.arizona.gov/},2025-09-30 14:38:56.086984,2025-09-30 14:38:56.086984
1112,fl-corporate-income-tax-oct,Florida Corporate Income Tax Return (October),state,FL,FL,,,Corporate Tax,2025-10-15,annual,Declaração anual de imposto de renda corporativo na Flórida.,{https://floridarevenue.com/},2025-09-30 14:38:56.086984,2025-09-30 14:38:56.086984
1114,fl-franchise-tax-oct,Florida Franchise Tax (October),state,FL,FL,,,Franchise Tax,2025-10-15,annual,Imposto de franquia anual na Flórida.,{https://floridarevenue.com/},2025-09-30 14:38:56.086984,2025-09-30 14:38:56.086984
1116,tx-corporate-income-tax,Texas Corporate Income Tax Return,state,TX,TX,,,Corporate Tax,2026-03-15,annual,Declaração anual de imposto de renda corporativo no Texas.,{https://comptroller.texas.gov/},2025-09-30 14:38:56.086984,2025-09-30 14:38:56.086984
1583,az-franchise-tax-oct,Arizona Franchise Tax (October),state,AZ,AZ,,,Franchise Tax,2025-10-15,annual,Imposto de franquia anual em Arizona.,{https://www.arizona.gov/},2025-09-30 14:38:56.086984,2025-09-30 14:38:56.086984
1584,ar-sales-tax-oct,Arkansas Sales and Use Tax Return (October),state,AR,AR,,,Sales Tax,2025-11-20,monthly,Declaração mensal de Sales Tax de Arkansas para outubro.,{https://www.arkansas.gov/},2025-09-30 14:38:56.086984,2025-09-30 14:38:56.086984
1585,ar-unemployment-insurance-oct,Arkansas Unemployment Insurance (October),state,AR,AR,,,Unemployment Insurance,2025-10-31,quarterly,Declaração trimestral de seguro-desemprego em Arkansas.,{https://www.arkansas.gov/},2025-09-30 14:38:56.086984,2025-09-30 14:38:56.086984
1586,ar-employer-withholding-oct,Arkansas Employer Withholding (October),state,AR,AR,,,Payroll Withholding,2025-10-31,monthly,Retenção mensal de impostos do empregador em Arkansas.,{https://www.arkansas.gov/},2025-09-30 14:38:56.086984,2025-09-30 14:38:56.086984
1587,ar-corporate-income-tax-oct,Arkansas Corporate Income Tax Return (October),state,AR,AR,,,Corporate Tax,2025-10-15,annual,Declaração anual de imposto de renda corporativo em Arkansas.,{https://www.arkansas.gov/},2025-09-30 14:38:56.086984,2025-09-30 14:38:56.086984
1588,ar-business-license-oct,Arkansas Business License Renewal (October),state,AR,AR,,,Business License,2025-10-31,annual,Renovação anual de licença comercial em Arkansas.,{https://www.arkansas.gov/},2025-09-30 14:38:56.086984,2025-09-30 14:38:56.086984
1589,ar-property-tax-oct,Arkansas Property Tax Assessment (October),state,AR,AR,,,Property Tax,2025-10-31,annual,Avaliação anual de imposto sobre propriedade em Arkansas.,{https://www.arkansas.gov/},2025-09-30 14:38:56.086984,2025-09-30 14:38:56.086984
1590,ar-franchise-tax-oct,Arkansas Franchise Tax (October),state,AR,AR,,,Franchise Tax,2025-10-15,annual,Imposto de franquia anual em Arkansas.,{https://www.arkansas.gov/},2025-09-30 14:38:56.086984,2025-09-30 14:38:56.086984
1041,ca-sales-tax-oct,California Sales and Use Tax Return (October),state,CA,CA,,,Sales Tax,2025-11-20,monthly,Declaração mensal de Sales Tax de California para outubro.,{https://www.california.gov/},2025-09-30 14:38:56.086984,2025-09-30 14:38:56.086984
1592,ca-unemployment-insurance-oct,California Unemployment Insurance (October),state,CA,CA,,,Unemployment Insurance,2025-10-31,quarterly,Declaração trimestral de seguro-desemprego em California.,{https://www.california.gov/},2025-09-30 14:38:56.086984,2025-09-30 14:38:56.086984
1593,ca-employer-withholding-oct,California Employer Withholding (October),state,CA,CA,,,Payroll Withholding,2025-10-31,monthly,Retenção mensal de impostos do empregador em California.,{https://www.california.gov/},2025-09-30 14:38:56.086984,2025-09-30 14:38:56.086984
1594,ca-corporate-income-tax-oct,California Corporate Income Tax Return (October),state,CA,CA,,,Corporate Tax,2025-10-15,annual,Declaração anual de imposto de renda corporativo em California.,{https://www.california.gov/},2025-09-30 14:38:56.086984,2025-09-30 14:38:56.086984
1595,ca-business-license-oct,California Business License Renewal (October),state,CA,CA,,,Business License,2025-10-31,annual,Renovação anual de licença comercial em California.,{https://www.california.gov/},2025-09-30 14:38:56.086984,2025-09-30 14:38:56.086984
1596,ca-property-tax-oct,California Property Tax Assessment (October),state,CA,CA,,,Property Tax,2025-10-31,annual,Avaliação anual de imposto sobre propriedade em California.,{https://www.california.gov/},2025-09-30 14:38:56.086984,2025-09-30 14:38:56.086984
1597,ca-franchise-tax-oct,California Franchise Tax (October),state,CA,CA,,,Franchise Tax,2025-10-15,annual,Imposto de franquia anual em California.,{https://www.california.gov/},2025-09-30 14:38:56.086984,2025-09-30 14:38:56.086984
1598,co-sales-tax-oct,Colorado Sales and Use Tax Return (October),state,CO,CO,,,Sales Tax,2025-11-20,monthly,Declaração mensal de Sales Tax de Colorado para outubro.,{https://www.colorado.gov/},2025-09-30 14:38:56.086984,2025-09-30 14:38:56.086984
1599,co-unemployment-insurance-oct,Colorado Unemployment Insurance (October),state,CO,CO,,,Unemployment Insurance,2025-10-31,quarterly,Declaração trimestral de seguro-desemprego em Colorado.,{https://www.colorado.gov/},2025-09-30 14:38:56.086984,2025-09-30 14:38:56.086984
1600,co-employer-withholding-oct,Colorado Employer Withholding (October),state,CO,CO,,,Payroll Withholding,2025-10-31,monthly,Retenção mensal de impostos do empregador em Colorado.,{https://www.colorado.gov/},2025-09-30 14:38:56.086984,2025-09-30 14:38:56.086984
1601,co-corporate-income-tax-oct,Colorado Corporate Income Tax Return (October),state,CO,CO,,,Corporate Tax,2025-10-15,annual,Declaração anual de imposto de renda corporativo em Colorado.,{https://www.colorado.gov/},2025-09-30 14:38:56.086984,2025-09-30 14:38:56.086984
1602,co-business-license-oct,Colorado Business License Renewal (October),state,CO,CO,,,Business License,2025-10-31,annual,Renovação anual de licença comercial em Colorado.,{https://www.colorado.gov/},2025-09-30 14:38:56.086984,2025-09-30 14:38:56.086984
1603,co-property-tax-oct,Colorado Property Tax Assessment (October),state,CO,CO,,,Property Tax,2025-10-31,annual,Avaliação anual de imposto sobre propriedade em Colorado.,{https://www.colorado.gov/},2025-09-30 14:38:56.086984,2025-09-30 14:38:56.086984
1604,co-franchise-tax-oct,Colorado Franchise Tax (October),state,CO,CO,,,Franchise Tax,2025-10-15,annual,Imposto de franquia anual em Colorado.,{https://www.colorado.gov/},2025-09-30 14:38:56.086984,2025-09-30 14:38:56.086984
1605,ct-sales-tax-oct,Connecticut Sales and Use Tax Return (October),state,CT,CT,,,Sales Tax,2025-11-20,monthly,Declaração mensal de Sales Tax de Connecticut para outubro.,{https://www.connecticut.gov/},2025-09-30 14:38:56.086984,2025-09-30 14:38:56.086984
8247,mt-various-property-tax,Various County Property Tax,county,MT County,MT,MT County,,Property Tax,2025-12-31,annual,"Property tax assessment for Various County, MT",{},2025-09-30 15:38:40.236947,2025-09-30 15:38:40.236947
8248,ms-various-business-license,Various County Business License,county,MS County,MS,MS County,,Business License,2025-12-31,annual,"Business license renewal for Various County, MS",{},2025-09-30 15:38:40.236947,2025-09-30 15:38:40.236947
8249,ms-various-property-tax,Various County Property Tax,county,MS County,MS,MS County,,Property Tax,2025-12-31,annual,"Property tax assessment for Various County, MS",{},2025-09-30 15:38:40.236947,2025-09-30 15:38:40.236947
8252,nd-various-business-license,Various County Business License,county,ND County,ND,ND County,,Business License,2025-12-31,annual,"Business license renewal for Various County, ND",{},2025-09-30 15:38:40.236947,2025-09-30 15:38:40.236947
1117,tx-income-tax-withholding,Texas Income Tax Withholding,state,TX,TX,,,Payroll Withholding,2025-10-15,monthly,Retenção mensal de imposto de renda no Texas.,{https://comptroller.texas.gov/},2025-09-30 14:38:56.086984,2025-09-30 14:38:56.086984
1118,il-corporate-income-tax,Illinois Corporate Income Tax Return,state,IL,IL,,,Corporate Tax,2026-03-15,annual,Declaração anual de imposto de renda corporativo em Illinois.,{https://www2.illinois.gov/rev/},2025-09-30 14:38:56.086984,2025-09-30 14:38:56.086984
1119,il-income-tax-withholding,Illinois Income Tax Withholding,state,IL,IL,,,Payroll Withholding,2025-10-15,monthly,Retenção mensal de imposto de renda em Illinois.,{https://www2.illinois.gov/rev/},2025-09-30 14:38:56.086984,2025-09-30 14:38:56.086984
1120,pa-corporate-income-tax,Pennsylvania Corporate Income Tax Return,state,PA,PA,,,Corporate Tax,2026-03-15,annual,Declaração anual de imposto de renda corporativo na Pensilvânia.,{https://www.revenue.pa.gov/},2025-09-30 14:38:56.086984,2025-09-30 14:38:56.086984
1121,pa-income-tax-withholding,Pennsylvania Income Tax Withholding,state,PA,PA,,,Payroll Withholding,2025-10-15,monthly,Retenção mensal de imposto de renda na Pensilvânia.,{https://www.revenue.pa.gov/},2025-09-30 14:38:56.086984,2025-09-30 14:38:56.086984
1122,oh-corporate-income-tax,Ohio Corporate Income Tax Return,state,OH,OH,,,Corporate Tax,2026-03-15,annual,Declaração anual de imposto de renda corporativo em Ohio.,{https://tax.ohio.gov/},2025-09-30 14:38:56.086984,2025-09-30 14:38:56.086984
1123,oh-income-tax-withholding,Ohio Income Tax Withholding,state,OH,OH,,,Payroll Withholding,2025-10-15,monthly,Retenção mensal de imposto de renda em Ohio.,{https://tax.ohio.gov/},2025-09-30 14:38:56.086984,2025-09-30 14:38:56.086984
1124,ga-corporate-income-tax,Georgia Corporate Income Tax Return,state,GA,GA,,,Corporate Tax,2026-03-15,annual,Declaração anual de imposto de renda corporativo na Geórgia.,{https://dor.georgia.gov/},2025-09-30 14:38:56.086984,2025-09-30 14:38:56.086984
1125,ga-income-tax-withholding,Georgia Income Tax Withholding,state,GA,GA,,,Payroll Withholding,2025-10-15,monthly,Retenção mensal de imposto de renda na Geórgia.,{https://dor.georgia.gov/},2025-09-30 14:38:56.086984,2025-09-30 14:38:56.086984
1126,nc-corporate-income-tax,North Carolina Corporate Income Tax Return,state,NC,NC,,,Corporate Tax,2026-03-15,annual,Declaração anual de imposto de renda corporativo na Carolina do Norte.,{https://www.ncdor.gov/},2025-09-30 14:38:56.086984,2025-09-30 14:38:56.086984
1127,nc-income-tax-withholding,North Carolina Income Tax Withholding,state,NC,NC,,,Payroll Withholding,2025-10-15,monthly,Retenção mensal de imposto de renda na Carolina do Norte.,{https://www.ncdor.gov/},2025-09-30 14:38:56.086984,2025-09-30 14:38:56.086984
1128,mi-corporate-income-tax,Michigan Corporate Income Tax Return,state,MI,MI,,,Corporate Tax,2026-03-15,annual,Declaração anual de imposto de renda corporativo em Michigan.,{https://www.michigan.gov/treasury/},2025-09-30 14:38:56.086984,2025-09-30 14:38:56.086984
8253,nd-various-property-tax,Various County Property Tax,county,ND County,ND,ND County,,Property Tax,2025-12-31,annual,"Property tax assessment for Various County, ND",{},2025-09-30 15:38:40.236947,2025-09-30 15:38:40.236947
8254,mn-various-business-license,Various County Business License,county,MN County,MN,MN County,,Business License,2025-12-31,annual,"Business license renewal for Various County, MN",{},2025-09-30 15:38:40.236947,2025-09-30 15:38:40.236947
8255,mn-various-property-tax,Various County Property Tax,county,MN County,MN,MN County,,Property Tax,2025-12-31,annual,"Property tax assessment for Various County, MN",{},2025-09-30 15:38:40.236947,2025-09-30 15:38:40.236947
1129,mi-income-tax-withholding,Michigan Income Tax Withholding,state,MI,MI,,,Payroll Withholding,2025-10-15,monthly,Retenção mensal de imposto de renda em Michigan.,{https://www.michigan.gov/treasury/},2025-09-30 14:38:56.086984,2025-09-30 14:38:56.086984
8256,id-various-business-license,Various County Business License,county,ID County,ID,ID County,,Business License,2025-12-31,annual,"Business license renewal for Various County, ID",{},2025-09-30 15:38:40.236947,2025-09-30 15:38:40.236947
